serial_number,image_id,image_context,text,aspect,predict,label
247,O_358.jpg,"A woman in an elegant gold gown stands confidently on a red carpet, surrounded by a crowd in formal attire, suggesting a glamorous event.",Here ' s Every Dress Taylor Swift Has Ever Worn To The Met Gala,Taylor Swift,Positive,Neutral
248,O_1667.jpg,"The text expresses admiration for a man with unique fashion and tattoos, indicated by the butterfly emoji, suggesting a playful and appreciative tone.",when people have stopped speculating about your alleged romance with harry styles 🤔,harry styles,Neutral,Positive
249,17_06_5913.jpg,"A group of athletes in sports attire sit closely together in a locker room, appearing relaxed and engaged, surrounded by standing team members and staff, suggesting a post-game discussion or celebration.",Newcomb rooms after their first win in four years . Photo Credit @ KrockFootball @ AFLBarwon @ addyfootyfix,KrockFootball,Positive,Neutral
250,17_06_2389.jpg,"A basketball player in a yellow jersey gestures confidently on the court, while another player in a dark jersey walks away, with a crowd watching intently.",Just 115 days till # NBA regular season starts 😴,NBA,Neutral,Positive
251,16_05_01_673.jpg,"A brass band performs energetically under a tent on a sunny street, with a conductor leading and an elderly man seated nearby, observing attentively.","The fantastic Grimsdyke Brass kick off this year ' s May Day Festival - on the Green , Harrow on the Hill , until 4 pm",May Day Festival,Neutral,Positive
252,17_06_15155.jpg,"A basketball player in a blue and yellow jersey leans forward with a focused expression on a court, suggesting concentration and determination during a game.",Steph Curry debuted the Under Armour ' Curry 4 ' at Game 1 of the # NBAFinals,Steph Curry,Positive,Neutral
253,O_2594.jpg,"A woman with long wavy hair and a serious expression stands indoors, reflected in a mirror, creating a contemplative and introspective atmosphere.",# Beauty # Fashion JENNIFER LAWRENCE 1 new rare # Photo 8 x10 picture # 622,JENNIFER LAWRENCE,Positive,Neutral
254,16_05_01_254.jpg,"A person in a casual hoodie smiles warmly in an indoor setting with a decorative plant in the background, conveying a relaxed and positive mood.",@ Soundkartell did an Interview with @ tomklose at @ spotfestival and it was very kind . We talked about @ SpotifyDE,Soundkartell,Positive,Neutral
255,16_05_01_254.jpg,"A person in a casual hoodie smiles warmly in an indoor setting with a decorative plant in the background, conveying a relaxed and positive mood.",@ Soundkartell did an Interview with @ tomklose at @ spotfestival and it was very kind . We talked about @ SpotifyDE,spotfestival,Neutral,Positive
256,16_05_01_254.jpg,"A person in a casual hoodie smiles warmly in an indoor setting with a decorative plant in the background, conveying a relaxed and positive mood.",@ Soundkartell did an Interview with @ tomklose at @ spotfestival and it was very kind . We talked about @ SpotifyDE,SpotifyDE,Neutral,Positive
257,16_05_02_709.jpg,"A group of people energetically perform on stage with microphones, creating a lively and engaging atmosphere in a dimly lit indoor setting.",Tearing up Crown and Treaty for Yuck ' s birthday @ robinbastardd @ LiLphobe @ carawaydisco,Yuck,Neutral,Positive
258,O_155.jpg,"The image presents a statistical comparison between two basketball players, highlighting their impressive achievements and setting a competitive tone for the season.",Russell Westbrook will not back down from the chance to prove he is the best .,Russell Westbrook,Positive,Negative
259,O_4052.jpg,"A man in a suit waves with a friendly expression, carrying a bag, suggesting a professional or travel context.",Roger Goodell and NFL hire new lawyer to help defeat Tom Brady in court .,Roger Goodell,Negative,Neutral
260,O_4235.jpg,"A public announcement expressing regret and determination, explaining a decision to skip the French Open for fitness reasons, while maintaining motivation and future aspirations.",Statement from Roger Federer regarding his withdrawal from Roland Garros,Roger Federer,Neutral,Negative
261,O_4235.jpg,"A public announcement expressing regret and determination, explaining a decision to skip the French Open for fitness reasons, while maintaining motivation and future aspirations.",Statement from Roger Federer regarding his withdrawal from Roland Garros,Roland Garros,Neutral,Positive
262,17_06_5397.jpg,"Two women are seated and playing violins in a dimly lit indoor setting, focused and immersed in their performance.",Here ' s Hannah and Ruth performing at the Cabinet of Curiosities concert in lincoln last night .,Hannah,Positive,Neutral
263,17_06_5397.jpg,"Two women are seated and playing violins in a dimly lit indoor setting, focused and immersed in their performance.",Here ' s Hannah and Ruth performing at the Cabinet of Curiosities concert in lincoln last night .,Ruth,Positive,Neutral
264,O_207.jpg,"A person poses confidently in an elaborate, futuristic outfit with bold makeup and styled hair, exuding a glamorous and edgy vibe at a formal event.",Close up pictures of Lady Gaga on the red carpet at The MET Gala 2016 .,Lady Gaga,Positive,Neutral
265,17_06_14808.jpg,"Workers in safety vests are assembling a large outdoor stage, suggesting preparation for an upcoming event or concert.","Ariana Grande arrives in Manchester later , before the One Love Manchester benefit concert on Sunday night .",Ariana Grande,Positive,Neutral
266,O_4946.jpg,"A man in a suit adjusts a hard hat while standing at a podium, suggesting a formal event or speech in a crowded indoor venue.",Donald Trump Tells West Virginia Primary Voters to Stay Home,Donald Trump,Negative,Neutral
267,O_4946.jpg,"A man in a suit adjusts a hard hat while standing at a podium, suggesting a formal event or speech in a crowded indoor venue.",Donald Trump Tells West Virginia Primary Voters to Stay Home,West Virginia,Neutral,Negative
268,O_126.jpg,"A man in a suit, speaking confidently at a podium, gestures with his hand, surrounded by smiling individuals in a celebratory indoor setting.",BBC News - Donald Trump ' posed as own spokesperson ' in business dealings,BBC,Neutral,Negative
269,16_05_27_569.jpg,"A person in a red sports jacket smiles while standing outdoors in the rain, conveying a sense of enjoyment and resilience.","Marcus Rashford has scored with his first shot in the Europa League , Premier League and now for England !",Europa League,Neutral,Positive
270,16_05_27_569.jpg,"A person in a red sports jacket smiles while standing outdoors in the rain, conveying a sense of enjoyment and resilience.","Marcus Rashford has scored with his first shot in the Europa League , Premier League and now for England !",Premier League,Neutral,Positive
271,16_05_27_569.jpg,"A person in a red sports jacket smiles while standing outdoors in the rain, conveying a sense of enjoyment and resilience.","Marcus Rashford has scored with his first shot in the Europa League , Premier League and now for England !",England,Neutral,Positive
272,17_06_4983.jpg,"Four individuals are engaged in a panel discussion at the ATX Television Festival, with one woman speaking into a microphone while others listen attentively.","# TheComeback reunion panel at @ ATXFestival with @ LisaKudrow , Michael Patrick King @ danbucatinsky Laura Silverman",ATXFestival,Neutral,Positive
273,17_06_4983.jpg,"Four individuals are engaged in a panel discussion at the ATX Television Festival, with one woman speaking into a microphone while others listen attentively.","# TheComeback reunion panel at @ ATXFestival with @ LisaKudrow , Michael Patrick King @ danbucatinsky Laura Silverman",LisaKudrow,Neutral,Positive
274,17_06_4983.jpg,"Four individuals are engaged in a panel discussion at the ATX Television Festival, with one woman speaking into a microphone while others listen attentively.","# TheComeback reunion panel at @ ATXFestival with @ LisaKudrow , Michael Patrick King @ danbucatinsky Laura Silverman",Michael Patrick King,Neutral,Positive
275,17_06_4983.jpg,"Four individuals are engaged in a panel discussion at the ATX Television Festival, with one woman speaking into a microphone while others listen attentively.","# TheComeback reunion panel at @ ATXFestival with @ LisaKudrow , Michael Patrick King @ danbucatinsky Laura Silverman",danbucatinsky,Neutral,Positive
276,17_06_4983.jpg,"Four individuals are engaged in a panel discussion at the ATX Television Festival, with one woman speaking into a microphone while others listen attentively.","# TheComeback reunion panel at @ ATXFestival with @ LisaKudrow , Michael Patrick King @ danbucatinsky Laura Silverman",Laura Silverman,Neutral,Positive
277,O_3982.jpg,"Two individuals pose playfully outdoors, exuding a joyful and relaxed vibe, with one person smiling broadly and the other giving a thumbs-up.",📸 Bruno Mars via Maxwell ' s Instagram story ! # BETAwards17,BETAwards17,Neutral,Positive
278,17_06_5520.jpg,"The image shows a baseball game summary with Chicago White Sox defeating Toronto Blue Jays 5-2, highlighting player performances and pitcher statistics.","MLB : White Sox 5, Blue Jays 2 . HIGHLIGHTS :",Blue Jays,Negative,Neutral
279,16_05_21_556.jpg,"A smiling woman waves from a convertible with a ""County Commissioner"" sign, suggesting a celebratory or campaign event in a parking lot setting.",I had a great time at the Miamisburg Parade this morning . Be sure to check out the Spring Fling Festival today !,Spring Fling Festival,Positive,Neutral
280,17_01_16826.jpg,"Two men are engaged in a focused and competitive game of bubble hockey, one wearing a sports jersey, in an indoor setting.",Great moment playing bubble hockey with the great Terry O ' Reilly ! ! @ NHLBruins @ CCRINews @ CCRIAthletics,NHLBruins,Neutral,Positive
281,17_01_16826.jpg,"Two men are engaged in a focused and competitive game of bubble hockey, one wearing a sports jersey, in an indoor setting.",Great moment playing bubble hockey with the great Terry O ' Reilly ! ! @ NHLBruins @ CCRINews @ CCRIAthletics,CCRINews,Neutral,Positive
282,17_01_16826.jpg,"Two men are engaged in a focused and competitive game of bubble hockey, one wearing a sports jersey, in an indoor setting.",Great moment playing bubble hockey with the great Terry O ' Reilly ! ! @ NHLBruins @ CCRINews @ CCRIAthletics,CCRIAthletics,Neutral,Positive
283,17_06_8704.jpg,"A hockey team in green jerseys stands on the ice, raising their sticks in unison, acknowledging an enthusiastic crowd with visible cheers and raised hands.",Drew Bishop ' s Way Too Early 2017 - 2018 NHL Power Rankings ( Part 1 ),Drew Bishop,Neutral,Positive
284,17_06_7737.jpg,"A collection of colorful NHL jerseys is displayed, accompanied by an enthusiastic tweet likening their reveal to early Christmas presents, conveying excitement and anticipation.",New jerseys bedevil NHL fans fashion sense,NHL,Negative,Positive
285,17_01_23088.jpg,"A large stadium exterior with overcast skies, featuring parked cars and prominent team branding, suggesting anticipation or aftermath of a sports event.",Stoke City : £ 100 m Potters climb to 27 th in world football money league # StokeCityF . C .,Stoke City,Neutral,Positive
286,17_01_23088.jpg,"A large stadium exterior with overcast skies, featuring parked cars and prominent team branding, suggesting anticipation or aftermath of a sports event.",Stoke City : £ 100 m Potters climb to 27 th in world football money league # StokeCityF . C .,Potters,Neutral,Positive
287,17_01_23088.jpg,"A large stadium exterior with overcast skies, featuring parked cars and prominent team branding, suggesting anticipation or aftermath of a sports event.",Stoke City : £ 100 m Potters climb to 27 th in world football money league # StokeCityF . C .,StokeCityF,Neutral,Positive
288,17_06_13819.jpg,"Three people are seated on a stage at a television festival panel, with one person smiling and holding a microphone, creating an engaging and conversational atmosphere.",Kurt Sutter joining us via FaceTime during the # sonsofanarchy panel @ ATXFestival # ATXTVs6,Kurt Sutter,Positive,Neutral
289,O_3727.jpg,"A tweet expresses concern over Donald Trump's stance on climate change and the Paris Agreement, highlighting skepticism and potential policy changes.",A comment was made on Ellie Goulding ' s tweet about Donald Trump . Her reply was everything . 🔥 👏,Ellie Goulding,Positive,Neutral
290,O_4521.jpg,"A digitally altered image shows a man in a suit pointing with a concerned expression, alongside a Godzilla figure, with text humorously warning of Godzilla invading the UK if it leaves the EU.",David Cameron unveils his most convincing argument yet to stay in the EU . . .,David Cameron,Neutral,Negative
291,16_05_01_163.jpg,A man in a blue blazer and gray shirt smiles confidently on the red carpet at an iHeartRadio event.,# BrettEldredge : 2016 iHeartCountry Festival At The Frank Erwin Center - Press Room,iHeartCountry Festival,Neutral,Positive
292,O_3088.jpg,"A person in a vibrant red suit holds a microphone, exuding confidence and focus, suggesting a performance or public speaking setting.",Sky Arts are showing David Bowie ' s Glass Spider Tour tonight at 9 pm .,David Bowie,Neutral,Positive
293,17_06_5697.jpg,"A sign in a lush, green outdoor setting promotes the Tottenham Conservation Area and an upcoming bluegrass event, creating a welcoming and nature-focused atmosphere.",We ' re here today at the @ TottBluegrass Festival ! @ NewTecumseth # tottenham,NewTecumseth,Neutral,Positive
294,17_06_5697.jpg,"A sign in a lush, green outdoor setting promotes the Tottenham Conservation Area and an upcoming bluegrass event, creating a welcoming and nature-focused atmosphere.",We ' re here today at the @ TottBluegrass Festival ! @ NewTecumseth # tottenham,tottenham,Neutral,Positive
295,17_06_8357.jpg,"A red baseball cap sits in a shopping cart surrounded by various grocery items, suggesting a casual shopping environment.",@ KahlenBarry i just made my mom buy this hat bc it looked like yours LMAO,KahlenBarry,Positive,Neutral
296,O_3484.jpg,"A person with tattoos gently embraces another person under a blanket in a cozy indoor setting, conveying warmth and comfort.",Why does the media never show this Justin Bieber ?,Justin Bieber,Negative,Positive
297,O_175.jpg,A man in a pinstripe suit stands confidently with arms outstretched in a victory gesture at a film festival backdrop.,Roger Stone : I Hooked Up Nigel Farage With Donald Trump,Roger Stone,Positive,Neutral
298,O_175.jpg,A man in a pinstripe suit stands confidently with arms outstretched in a victory gesture at a film festival backdrop.,Roger Stone : I Hooked Up Nigel Farage With Donald Trump,Donald Trump,Positive,Neutral
299,O_2050.jpg,"Two side-by-side portraits show a person with a neutral expression, one altered with a feminine appearance using an app.",Female trump is basically Taylor Swift . Coincidence ? Nope,Taylor Swift,Positive,Negative
300,16_05_17_498.jpg,"A person with vibrant eye makeup smiles warmly, wearing a denim hood in a dimly lit setting, conveying a sense of joy and playfulness.",@ hannuhnell after the rihanna concert,rihanna,Neutral,Positive
